,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 70/96, 71/00, 99/01 in 17/03), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja pripraviti letno poročilo.

Na osnovi oddanih letnih poročil smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz industrijskih obratov, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu, obratu s katerim upravlja zavezanec in o letnih količinah izpuščenih snovi v zrak iz posameznega obrata. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
0,,Podatki o zavezancu,,,,,Podatki,o obratu,,Podatki o emisijah v zrak,
1,Leto poročanja,Naziv zavezanca,Naslov zavezanca,Poštna številka,Ime pošte,Naselje obrata,Ulica obrata,Hišna št.obrata,Občina obrata,Onesnažilo,Letna količina [Kg]
393,2003,CRONING LIVARNA d.o.o.,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,RAVNE NA KOROŠKEM,ogljikov monoksid (CO),33483
394,2003,CRONING LIVARNA d.o.o.,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,RAVNE NA KOROŠKEM,"organske spojine, izražene kot skupni organski ogljik (TOC)",963
395,2003,CRONING LIVARNA d.o.o.,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,RAVNE NA KOROŠKEM,"silicijev dioksid, v obliki kristalinskega prahu, SiO2",607.4
396,2003,CRONING LIVARNA d.o.o.,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,RAVNE NA KOROŠKEM,skupni prah,2802
397,2003,CRONING LIVARNA d.o.o.,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,RAVNE NA KOROŠKEM,"svinec in njegove spojine, izražene kot Pb",3.1
398,2003,CRONING LIVARNA d.o.o.,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,RAVNE NA KOROŠKEM,toluen (C7H9),52
399,2003,CRONING LIVARNA d.o.o.,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,RAVNE NA KOROŠKEM,"vanadij in njegove spojine, izražene kot V",0.1
400,2003,CRONING LIVARNA d.o.o.,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,RAVNE NA KOROŠKEM,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",1963
401,2003,"DANA, TOVARNA RASTLINSKIH SPECIALITET IN DESTILACIJA, D.O.O.",GLAVNA CESTA 34,8233,MIRNA,MIRNA,GLAVNA CESTA,34,TREBNJE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1133
402,2003,"DANA, TOVARNA RASTLINSKIH SPECIALITET IN DESTILACIJA, D.O.O.",GLAVNA CESTA 34,8233,MIRNA,MIRNA,GLAVNA CESTA,34,TREBNJE,ogljikov monoksid (CO),114
403,2003,"DANA, TOVARNA RASTLINSKIH SPECIALITET IN DESTILACIJA, D.O.O.",GLAVNA CESTA 34,8233,MIRNA,MIRNA,GLAVNA CESTA,34,TREBNJE,skupni prah,638
404,2003,"DANA, TOVARNA RASTLINSKIH SPECIALITET IN DESTILACIJA, D.O.O.",GLAVNA CESTA 34,8233,MIRNA,MIRNA,GLAVNA CESTA,34,TREBNJE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",3544
405,2003,DANFOSS COMPRESSORS d.o.o.,ULICA HEROJA STARIHA 24,8340,ČRNOMELJ,ČRNOMELJ,ULICA HEROJA STARIHA,24,ČRNOMELJ,amonijak (NH3),22.4
406,2003,DANFOSS COMPRESSORS d.o.o.,ULICA HEROJA STARIHA 24,8340,ČRNOMELJ,ČRNOMELJ,ULICA HEROJA STARIHA,24,ČRNOMELJ,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1384
407,2003,DANFOSS COMPRESSORS d.o.o.,ULICA HEROJA STARIHA 24,8340,ČRNOMELJ,ČRNOMELJ,ULICA HEROJA STARIHA,24,ČRNOMELJ,"hlapne organske spojine, razen metana",30448.956000000006
408,2003,DANFOSS COMPRESSORS d.o.o.,ULICA HEROJA STARIHA 24,8340,ČRNOMELJ,ČRNOMELJ,ULICA HEROJA STARIHA,24,ČRNOMELJ,ogljikov dioksid (CO2),333796
409,2003,DANFOSS COMPRESSORS d.o.o.,ULICA HEROJA STARIHA 24,8340,ČRNOMELJ,ČRNOMELJ,ULICA HEROJA STARIHA,24,ČRNOMELJ,ogljikov monoksid (CO),123135.736
410,2003,DANFOSS COMPRESSORS d.o.o.,ULICA HEROJA STARIHA 24,8340,ČRNOMELJ,ČRNOMELJ,ULICA HEROJA STARIHA,24,ČRNOMELJ,"organske spojine, izražene kot skupni organski ogljik (TOC)",181410.39599999998
411,2003,DANFOSS COMPRESSORS d.o.o.,ULICA HEROJA STARIHA 24,8340,ČRNOMELJ,ČRNOMELJ,ULICA HEROJA STARIHA,24,ČRNOMELJ,skupni prah,693
412,2003,DANFOSS COMPRESSORS d.o.o.,ULICA HEROJA STARIHA 24,8340,ČRNOMELJ,ČRNOMELJ,ULICA HEROJA STARIHA,24,ČRNOMELJ,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",254
413,2003,"DELO - TISK ČASOPISOV IN REVIJ D.D., LJUBLJANA",DUNAJSKA CESTA 5,1000,LJUBLJANA,LJUBLJANA,BRNČIČEVA ULICA,31,LJUBLJANA,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1266
414,2003,"DELO - TISK ČASOPISOV IN REVIJ D.D., LJUBLJANA",DUNAJSKA CESTA 5,1000,LJUBLJANA,LJUBLJANA,BRNČIČEVA ULICA,31,LJUBLJANA,ogljikov dioksid (CO2),1753556
415,2003,"DELO - TISK ČASOPISOV IN REVIJ D.D., LJUBLJANA",DUNAJSKA CESTA 5,1000,LJUBLJANA,LJUBLJANA,BRNČIČEVA ULICA,31,LJUBLJANA,ogljikov monoksid (CO),22516
416,2003,"DELO - TISK ČASOPISOV IN REVIJ D.D., LJUBLJANA",DUNAJSKA CESTA 5,1000,LJUBLJANA,LJUBLJANA,BRNČIČEVA ULICA,31,LJUBLJANA,"organske spojine, izražene kot skupni organski ogljik (TOC)",6347
417,2003,"DELO - TISK ČASOPISOV IN REVIJ D.D., LJUBLJANA",DUNAJSKA CESTA 5,1000,LJUBLJANA,LJUBLJANA,BRNČIČEVA ULICA,31,LJUBLJANA,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",288
418,2003,DIAMET BRANKO DRAGAN S.P.,ULICA DUŠANA JEREBA 12,3210,SLOVENSKE KONJICE,SLOVENSKA BISTRICA,KOLODVORSKA CESTA,25,SLOVENSKA BISTRICA,"nikelj in njegove spojine, izražene kot Ni",1.5e-05
419,2003,DIAMET BRANKO DRAGAN S.P.,ULICA DUŠANA JEREBA 12,3210,SLOVENSKE KONJICE,SLOVENSKA BISTRICA,KOLODVORSKA CESTA,25,SLOVENSKA BISTRICA,skupni prah,0.005
420,2003,DOMEL D.D.,OTOKI 21,4228,ŽELEZNIKI,ŽELEZNIKI,OTOKI,,ŽELEZNIKI,skupni prah,2.98
421,2003,DOMEL D.D.,OTOKI 21,4228,ŽELEZNIKI,ŽELEZNIKI,OTOKI,,ŽELEZNIKI,stiren (C8H8),84
422,2003,DOMEL D.D.,OTOKI 21,4228,ŽELEZNIKI,ŽELEZNIKI,OTOKI,21,ŽELEZNIKI,alkani (razen metana),852
423,2003,DOMEL D.D.,OTOKI 21,4228,ŽELEZNIKI,ŽELEZNIKI,OTOKI,21,ŽELEZNIKI,ksilen (C8H10),1362.8
424,2003,DOMEL D.D.,OTOKI 21,4228,ŽELEZNIKI,ŽELEZNIKI,OTOKI,21,ŽELEZNIKI,skupni prah,16.01
425,2003,DOMEL D.D.,OTOKI 21,4228,ŽELEZNIKI,ŽELEZNIKI,OTOKI,21,ŽELEZNIKI,stiren (C8H8),1921.7
426,2003,"DOMPLAN, DRUŽBA ZA INŽENIRING, NEPREMIČNINE, URBANIZEM IN ENERGETIKO D.D. KRANJ",BLEIWEISOVA CESTA 14,4000,KRANJ,KRANJ,PLANINA,,KRANJ,"dušikovi oksidi (NO in NO2), izraženi kot NO2",14428
427,2003,"DOMPLAN, DRUŽBA ZA INŽENIRING, NEPREMIČNINE, URBANIZEM IN ENERGETIKO D.D. KRANJ",BLEIWEISOVA CESTA 14,4000,KRANJ,KRANJ,PLANINA,,KRANJ,ogljikov monoksid (CO),1410
428,2003,"DOMPLAN, DRUŽBA ZA INŽENIRING, NEPREMIČNINE, URBANIZEM IN ENERGETIKO D.D. KRANJ",BLEIWEISOVA CESTA 14,4000,KRANJ,KRANJ,PLANINA,,KRANJ,skupni prah,86
429,2003,"DOMPLAN, DRUŽBA ZA INŽENIRING, NEPREMIČNINE, URBANIZEM IN ENERGETIKO D.D. KRANJ",BLEIWEISOVA CESTA 14,4000,KRANJ,KRANJ,PLANINA,,KRANJ,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",76
430,2003,DONIT TESNIT D.D.,CESTA KOMANDANTA STANETA 38,1215,MEDVODE,MEDVODE,CESTA KOMANDANTA STANETA,38,MEDVODE,alkilalkoholi,3443.4
431,2003,DONIT TESNIT D.D.,CESTA KOMANDANTA STANETA 38,1215,MEDVODE,MEDVODE,CESTA KOMANDANTA STANETA,38,MEDVODE,skupni prah,645.748
432,2003,DONIT TESNIT D.D.,CESTA KOMANDANTA STANETA 38,1215,MEDVODE,MEDVODE,CESTA KOMANDANTA STANETA,38,MEDVODE,toluen (C7H9),11989
433,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,GRADIŠČE PRI MATERIJI,,51,HRPELJE-KOZINA,"dušikovi oksidi (NO in NO2), izraženi kot NO2",42
434,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,GRADIŠČE PRI MATERIJI,,51,HRPELJE-KOZINA,ogljikov monoksid (CO),381
435,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,GRADIŠČE PRI MATERIJI,,51,HRPELJE-KOZINA,"organske spojine, izražene kot skupni organski ogljik (TOC)",4
436,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,GRADIŠČE PRI MATERIJI,,51,HRPELJE-KOZINA,skupni prah,22
437,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,IZOLA,INDUSTRIJSKA CESTA,21,IZOLA,"dušikovi oksidi (NO in NO2), izraženi kot NO2",2501
438,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,IZOLA,INDUSTRIJSKA CESTA,21,IZOLA,ogljikov monoksid (CO),6816
439,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,IZOLA,INDUSTRIJSKA CESTA,21,IZOLA,"organske spojine, izražene kot skupni organski ogljik (TOC)",247
440,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,IZOLA,INDUSTRIJSKA CESTA,21,IZOLA,skupni prah,74
441,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,PORTOROŽ,OBALA,27,PIRAN,"dušikovi oksidi (NO in NO2), izraženi kot NO2",473
442,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,PORTOROŽ,OBALA,27,PIRAN,ogljikov monoksid (CO),205
443,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,PORTOROŽ,OBALA,27,PIRAN,skupni prah,16
444,2003,"DROGA PORTOROŽ, D.D.",INDUSTRIJSKA CESTA 21,6310,IZOLA,PORTOROŽ,OBALA,27,PIRAN,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",1
445,2003,DYNACAST LOŽ D.O.O,UNEC 25,1380,CERKNICA,UNEC,UNEC,25,CERKNICA,skupni prah,96
446,2003,ECOLAB D.O.O.,VAJNGERLOVA ULICA 4,2001,MARIBOR,MARIBOR,VAJNGERLOVA ULICA,4,MARIBOR,"krom in njegove spojine, izražene kot Cr",1.04
447,2003,ECOLAB D.O.O.,VAJNGERLOVA ULICA 4,2001,MARIBOR,MARIBOR,VAJNGERLOVA ULICA,4,MARIBOR,skupni prah,3.12
448,2003,"ELAN BIKES, PROIZVODNJA IN TRGOVINA, D.D.",LETALIŠKA CESTA 29,1000,LJUBLJANA,LJUBLJANA,LETALIŠKA CESTA,29,LJUBLJANA,alkani (razen metana),998
449,2003,"ELAN BIKES, PROIZVODNJA IN TRGOVINA, D.D.",LETALIŠKA CESTA 29,1000,LJUBLJANA,LJUBLJANA,LETALIŠKA CESTA,29,LJUBLJANA,alkilalkoholi,637
450,2003,"ELAN BIKES, PROIZVODNJA IN TRGOVINA, D.D.",LETALIŠKA CESTA 29,1000,LJUBLJANA,LJUBLJANA,LETALIŠKA CESTA,29,LJUBLJANA,benzen,12.8
451,2003,"ELAN BIKES, PROIZVODNJA IN TRGOVINA, D.D.",LETALIŠKA CESTA 29,1000,LJUBLJANA,LJUBLJANA,LETALIŠKA CESTA,29,LJUBLJANA,fenol,30
452,2003,"ELAN BIKES, PROIZVODNJA IN TRGOVINA, D.D.",LETALIŠKA CESTA 29,1000,LJUBLJANA,LJUBLJANA,LETALIŠKA CESTA,29,LJUBLJANA,metanol,303
453,2003,"ELAN BIKES, PROIZVODNJA IN TRGOVINA, D.D.",LETALIŠKA CESTA 29,1000,LJUBLJANA,LJUBLJANA,LETALIŠKA CESTA,29,LJUBLJANA,skupni prah,2.6
454,2003,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,aceton (C3H8O),71426.8
455,2003,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,diklormetan,516
456,2003,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,"hlapne organske spojine, razen metana",2187
457,2003,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,metilmetakrilat (C5H8O2),1987
458,2003,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,skupni prah,333.763
459,2003,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,stiren (C8H8),25518.5
460,2003,"ELAN, D.D.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,"dušikovi oksidi (NO in NO2), izraženi kot NO2",11000.04
461,2003,"ELAN, D.D.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,"hlapne organske spojine, razen metana",12172
462,2003,"ELAN, D.D.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,lesni prah,26.4
463,2003,"ELAN, D.D.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,ogljikov monoksid (CO),4092.18
464,2003,"ELAN, D.D.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,"organske spojine, izražene kot skupni organski ogljik (TOC)",95
465,2003,"ELAN, D.D.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,skupni prah,1048.07
466,2003,"ELAN, D.D.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,1,RADOVLJICA,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",213.84
467,2003,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,PODSKRAJNIK,38,CERKNICA,amonijak (NH3),226
468,2003,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,PODSKRAJNIK,38,CERKNICA,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",6.86
469,2003,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,PODSKRAJNIK,38,CERKNICA,"baker in njegove spojine, izražene kot Cu",0.0072
470,2003,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,PODSKRAJNIK,38,CERKNICA,"hlapne organske spojine, razen metana",47.43
471,2003,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,PODSKRAJNIK,38,CERKNICA,"kositer in njegove spojine, izražene kot Sn",0.003
472,2003,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,PODSKRAJNIK,38,CERKNICA,ocetna kislina (C2H4O2),1.32
473,2003,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,PODSKRAJNIK,38,CERKNICA,skupni prah,3.2
474,2003,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,PODSKRAJNIK,38,CERKNICA,"svinec in njegove spojine, izražene kot Pb",0.0018
475,2003,EMO ETT D.O.O.,MARIBORSKA CESTA 86,3000,CELJE,CELJE,MARIBORSKA CESTA,86,CELJE,"fluor in njegove spojine, izražene kot HF",2.06
476,2003,EMO ETT D.O.O.,MARIBORSKA CESTA 86,3000,CELJE,CELJE,MARIBORSKA CESTA,86,CELJE,skupni prah,19.459
477,2003,EMO ETT D.O.O.,MARIBORSKA CESTA 86,3000,CELJE,CELJE,MARIBORSKA CESTA,86,CELJE,"fluor in njegove spojine, izražene kot HF",0.29
478,2003,EMO ETT D.O.O.,MARIBORSKA CESTA 86,3000,CELJE,CELJE,MARIBORSKA CESTA,86,CELJE,skupni prah,0.65
479,2003,"EMO KEMIJA, PROIZVODNO PODJETJE, D.O.O.",MARIBORSKA CESTA 86,3501,CELJE,CELJE,MARIBORSKA CESTA,86,CELJE,"fluor in njegove spojine, izražene kot HF",118.9
480,2003,"EMO KEMIJA, PROIZVODNO PODJETJE, D.O.O.",MARIBORSKA CESTA 86,3501,CELJE,CELJE,MARIBORSKA CESTA,86,CELJE,skupni prah,458
481,2003,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,MARIBORSKA CESTA,106,CELJE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",4860.8
482,2003,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,MARIBORSKA CESTA,106,CELJE,skupni prah,588
483,2003,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,ŠKAPINOVA ULICA,1,CELJE,didušikov oksid (N2O),3448.9
484,2003,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,ŠKAPINOVA ULICA,1,CELJE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",2262
485,2003,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,ŠKAPINOVA ULICA,1,CELJE,ogljikov monoksid (CO),159.33
486,2003,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,ŠKAPINOVA ULICA,1,CELJE,skupni prah,60.36
487,2003,"ENOS-ENERGETIKA, D.O.O., JESENICE",CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,JESENICE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",15444
488,2003,"ENOS-ENERGETIKA, D.O.O., JESENICE",CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,JESENICE,ogljikov dioksid (CO2),26940758
489,2003,"ENOS-ENERGETIKA, D.O.O., JESENICE",CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,JESENICE,ogljikov monoksid (CO),1142.56
490,2003,"ENOS-ENERGETIKA, D.O.O., JESENICE",CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,JESENICE,"živo srebro in njegove spojine, izražene kot Hg",0
491,2003,"ENOS-ENERGETIKA, D.O.O., JESENICE",CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,JESENICE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0
492,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,4-metil-2-pentanon (C6H12O),137.5
493,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",3
494,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,cink in njegove spojine (Zn),2.343
495,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,didušikov oksid (N2O),5.58
496,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,"dušikovi oksidi (NO in NO2), izraženi kot NO2",222
497,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,etilbenzen (C8H10),80
498,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,formaldehid (CH2O),21.29
499,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,"hlapne organske spojine, razen metana",5428.24
500,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,ksilen (C8H10),290
501,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,"nikelj in njegove spojine, izražene kot Ni",0.038
502,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,ogljikov monoksid (CO),48.38
503,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,"silicijev dioksid, v obliki kristalinskega prahu, SiO2",0.6605000000000001
504,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,skupni prah,923.135
505,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,tetrakloreten (C2Cl4),80.95
506,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,toluen (C7H9),7.5
507,2003,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,CERKNO,trikloreten (C2HCl3),30.92
508,2003,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,ZAGORJE OB SAVI,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",111.82
509,2003,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,ZAGORJE OB SAVI,benzen,75.09
510,2003,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,ZAGORJE OB SAVI,"dušikovi oksidi (NO in NO2), izraženi kot NO2",2924.77
511,2003,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,ZAGORJE OB SAVI,fenol,5.54
512,2003,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,ZAGORJE OB SAVI,"fluor in njegove spojine, izražene kot HF",46.31
